code,name,total,date
05000000000,Приморский край,670,14000
05000000000,Приморский край,1682,14031
05000000000,Приморский край,1673,14061
05000000000,Приморский край,2871,14092
05000000000,Приморский край,2039,14123
05000000000,Приморский край,1711,14153
05000000000,Приморский край,1297,14184
05000000000,Приморский край,1099,14214
05000000000,Приморский край,857,14245
05000000000,Приморский край,1063,14276
05000000000,Приморский край,1091,14304
05000000000,Приморский край,1396,14335
05000000000,Приморский край,593,14365
05000000000,Приморский край,1764,14396
05000000000,Приморский край,1782,14426
05000000000,Приморский край,2299,14457
05000000000,Приморский край,2349,14488
05000000000,Приморский край,1904,14518
05000000000,Приморский край,1164,14549
05000000000,Приморский край,1163,14579
05000000000,Приморский край,788,14610
05000000000,Приморский край,888,14641
05000000000,Приморский край,1044,14669
05000000000,Приморский край,1643,14700
05000000000,Приморский край,563,14730
05000000000,Приморский край,1674,14761
05000000000,Приморский край,2076,14791
05000000000,Приморский край,2229,14822
05000000000,Приморский край,2412,14853
05000000000,Приморский край,2049,14883
05000000000,Приморский край,1213,14914
05000000000,Приморский край,1179,14944
05000000000,Приморский край,756,14975
05000000000,Приморский край,840,15006
05000000000,Приморский край,1184,15034
05000000000,Приморский край,1596,15065
05000000000,Приморский край,605,15095
05000000000,Приморский край,1825,15126
05000000000,Приморский край,2126,15156
05000000000,Приморский край,2281,15187
05000000000,Приморский край,2625,15218
05000000000,Приморский край,2070,15248
05000000000,Приморский край,1569,15279
05000000000,Приморский край,1501,15309
05000000000,Приморский край,840,15340
05000000000,Приморский край,931,15371
05000000000,Приморский край,1201,15400
05000000000,Приморский край,1524,15431
05000000000,Приморский край,590,15461
05000000000,Приморский край,1955,15492
05000000000,Приморский край,1876,15522
05000000000,Приморский край,2366,15553
05000000000,Приморский край,2506,15584
05000000000,Приморский край,1843,15614
05000000000,Приморский край,1384,15645
05000000000,Приморский край,1490,15675
05000000000,Приморский край,756,15706
05000000000,Приморский край,896,15737
05000000000,Приморский край,1337,15765
05000000000,Приморский край,1283,15796
05000000000,Приморский край,616,15826
05000000000,Приморский край,1950,15857
05000000000,Приморский край,1829,15887
05000000000,Приморский край,2435,15918
05000000000,Приморский край,2261,15949
05000000000,Приморский край,1856,15979
05000000000,Приморский край,1444,16010
05000000000,Приморский край,1187,16040
05000000000,Приморский край,843,16071
05000000000,Приморский край,1121,16102
05000000000,Приморский край,1257,16130
05000000000,Приморский край,1494,16161
05000000000,Приморский край,763,16191
05000000000,Приморский край,1821,16222
05000000000,Приморский край,1740,16252
05000000000,Приморский край,2370,16283
05000000000,Приморский край,2257,16314
05000000000,Приморский край,1960,16344
05000000000,Приморский край,1303,16375
05000000000,Приморский край,1175,16405
05000000000,Приморский край,791,16436
05000000000,Приморский край,1077,16467
05000000000,Приморский край,966,16495
05000000000,Приморский край,1404,16526
05000000000,Приморский край,657,16556
05000000000,Приморский край,1704,16587
05000000000,Приморский край,1798,16617
05000000000,Приморский край,2207,16648
05000000000,Приморский край,2189,16679
05000000000,Приморский край,1896,16709
05000000000,Приморский край,1144,16740
05000000000,Приморский край,1281,16770
05000000000,Приморский край,709,16801
05000000000,Приморский край,796,16832
05000000000,Приморский край,908,16861
05000000000,Приморский край,1123,16892
05000000000,Приморский край,606,16922
05000000000,Приморский край,1501,16953
05000000000,Приморский край,1936,16983
05000000000,Приморский край,1930,17014
05000000000,Приморский край,2049,17045
05000000000,Приморский край,1610,17075
05000000000,Приморский край,987,17106
05000000000,Приморский край,1004,17136
05000000000,Приморский край,720,17167
05000000000,Приморский край,859,17198
05000000000,Приморский край,1064,17226
05000000000,Приморский край,1288,17257
05000000000,Приморский край,508,17287
05000000000,Приморский край,1506,17318
05000000000,Приморский край,1946,17348
05000000000,Приморский край,1826,17379
05000000000,Приморский край,2179,17410
05000000000,Приморский край,1520,17440
05000000000,Приморский край,1132,17471
05000000000,Приморский край,1147,17501
05000000000,Приморский край,666,17532
05000000000,Приморский край,742,17563
05000000000,Приморский край,1050,17591
05000000000,Приморский край,1189,17622
05000000000,Приморский край,627,17652
05000000000,Приморский край,1559,17683
05000000000,Приморский край,1473,17713
05000000000,Приморский край,1930,17744
05000000000,Приморский край,1912,17775
05000000000,Приморский край,801,17805
05000000000,Приморский край,714,17836
05000000000,Приморский край,701,17866
05000000000,Приморский край,689,17897
05000000000,Приморский край,707,17928
05000000000,Приморский край,1105,17956
05000000000,Приморский край,1067,17987
05000000000,Приморский край,616,18017
05000000000,Приморский край,1423,18048
05000000000,Приморский край,1451,18078
05000000000,Приморский край,1791,18109
05000000000,Приморский край,1580,18140
05000000000,Приморский край,1513,18170
05000000000,Приморский край,1380,18201
05000000000,Приморский край,1065,18231
05000000000,Приморский край,703,18262
05000000000,Приморский край,1017,18293
05000000000,Приморский край,905,18322
05000000000,Приморский край,676,18353
05000000000,Приморский край,259,18383
05000000000,Приморский край,1001,18414
05000000000,Приморский край,1212,18444
05000000000,Приморский край,1539,18475
05000000000,Приморский край,1443,18506
05000000000,Приморский край,1495,18536
05000000000,Приморский край,959,18567
05000000000,Приморский край,821,18597
05000000000,Приморский край,674,18628
05000000000,Приморский край,756,18659
05000000000,Приморский край,940,18687
05000000000,Приморский край,1054,18718
05000000000,Приморский край,728,18748
05000000000,Приморский край,1338,18779
05000000000,Приморский край,1721,18809
05000000000,Приморский край,1590,18840
05000000000,Приморский край,1581,18871
05000000000,Приморский край,,18901
05000000000,Приморский край,,18932
05000000000,Приморский край,,18962
07000000000,Ставропольский край,1058,13149
07000000000,Ставропольский край,1170,13180
07000000000,Ставропольский край,1082,13208
07000000000,Ставропольский край,1494,13239
07000000000,Ставропольский край,688,13269
07000000000,Ставропольский край,1927,13300
07000000000,Ставропольский край,2087,13330
07000000000,Ставропольский край,2494,13361
07000000000,Ставропольский край,3025,13392
07000000000,Ставропольский край,2054,13422
07000000000,Ставропольский край,1750,13453
07000000000,Ставропольский край,1219,13483
07000000000,Ставропольский край,1075,13514
07000000000,Ставропольский край,1167,13545
07000000000,Ставропольский край,1003,13573
07000000000,Ставропольский край,2196,13604
07000000000,Ставропольский край,842,13634
07000000000,Ставропольский край,1941,13665
07000000000,Ставропольский край,2268,13695
07000000000,Ставропольский край,2497,13726
07000000000,Ставропольский край,3117,13757
07000000000,Ставропольский край,2423,13787
07000000000,Ставропольский край,2250,13818
07000000000,Ставропольский край,1837,13848
07000000000,Ставропольский край,1036,13879
07000000000,Ставропольский край,1031,13910
07000000000,Ставропольский край,1393,13939
07000000000,Ставропольский край,973,13970
07000000000,Ставропольский край,1006,14000
07000000000,Ставропольский край,2068,14031
07000000000,Ставропольский край,1946,14061
07000000000,Ставропольский край,2917,14092
07000000000,Ставропольский край,2517,14123
07000000000,Ставропольский край,2224,14153
07000000000,Ставропольский край,1826,14184
07000000000,Ставропольский край,1285,14214
07000000000,Ставропольский край,1086,14245
07000000000,Ставропольский край,1351,14276
07000000000,Ставропольский край,934,14304
07000000000,Ставропольский край,1676,14335
07000000000,Ставропольский край,779,14365
07000000000,Ставропольский край,2018,14396
07000000000,Ставропольский край,1914,14426
07000000000,Ставропольский край,2627,14457
07000000000,Ставропольский край,2762,14488
07000000000,Ставропольский край,2224,14518
07000000000,Ставропольский край,1697,14549
07000000000,Ставропольский край,1169,14579
07000000000,Ставропольский край,1094,14610
07000000000,Ставропольский край,1017,14641
07000000000,Ставропольский край,797,14669
07000000000,Ставропольский край,2358,14700
07000000000,Ставропольский край,772,14730
07000000000,Ставропольский край,1861,14761
07000000000,Ставропольский край,2362,14791
07000000000,Ставропольский край,2393,14822
07000000000,Ставропольский край,2741,14853
07000000000,Ставропольский край,2540,14883
07000000000,Ставропольский край,1670,14914
07000000000,Ставропольский край,1180,14944
07000000000,Ставропольский край,1014,14975
07000000000,Ставропольский край,1105,15006
07000000000,Ставропольский край,1201,15034
07000000000,Ставропольский край,1571,15065
07000000000,Ставропольский край,788,15095
07000000000,Ставропольский край,2228,15126
07000000000,Ставропольский край,2364,15156
07000000000,Ставропольский край,2433,15187
07000000000,Ставропольский край,3112,15218
07000000000,Ставропольский край,2705,15248
07000000000,Ставропольский край,2494,15279
07000000000,Ставропольский край,1631,15309
07000000000,Ставропольский край,1011,15340
07000000000,Ставропольский край,1185,15371
07000000000,Ставропольский край,832,15400
07000000000,Ставропольский край,1800,15431
07000000000,Ставропольский край,689,15461
07000000000,Ставропольский край,2159,15492
07000000000,Ставропольский край,2101,15522
07000000000,Ставропольский край,2530,15553
07000000000,Ставропольский край,3010,15584
07000000000,Ставропольский край,2099,15614
07000000000,Ставропольский край,1674,15645
07000000000,Ставропольский край,1419,15675
07000000000,Ставропольский край,1046,15706
07000000000,Ставропольский край,1068,15737
07000000000,Ставропольский край,1706,15765
07000000000,Ставропольский край,900,15796
07000000000,Ставропольский край,881,15826
07000000000,Ставропольский край,2597,15857
07000000000,Ставропольский край,2145,15887
07000000000,Ставропольский край,2707,15918
07000000000,Ставропольский край,2759,15949
07000000000,Ставропольский край,2190,15979
07000000000,Ставропольский край,1704,16010
07000000000,Ставропольский край,1174,16040
07000000000,Ставропольский край,1016,16071
07000000000,Ставропольский край,1226,16102
07000000000,Ставропольский край,1067,16130
07000000000,Ставропольский край,1661,16161
07000000000,Ставропольский край,885,16191
07000000000,Ставропольский край,2066,16222
07000000000,Ставропольский край,2019,16252
07000000000,Ставропольский край,2692,16283
07000000000,Ставропольский край,2426,16314
07000000000,Ставропольский край,2089,16344
07000000000,Ставропольский край,1526,16375
07000000000,Ставропольский край,1203,16405
07000000000,Ставропольский край,938,16436
07000000000,Ставропольский край,1013,16467
07000000000,Ставропольский край,817,16495
07000000000,Ставропольский край,1752,16526
07000000000,Ставропольский край,726,16556
07000000000,Ставропольский край,1735,16587
07000000000,Ставропольский край,1904,16617
07000000000,Ставропольский край,2470,16648
07000000000,Ставропольский край,2359,16679
07000000000,Ставропольский край,2054,16709
07000000000,Ставропольский край,1475,16740
07000000000,Ставропольский край,1382,16770
07000000000,Ставропольский край,809,16801
07000000000,Ставропольский край,893,16832
07000000000,Ставропольский край,1103,16861
07000000000,Ставропольский край,806,16892
07000000000,Ставропольский край,779,16922
07000000000,Ставропольский край,1908,16953
07000000000,Ставропольский край,1960,16983
07000000000,Ставропольский край,2023,17014
07000000000,Ставропольский край,2027,17045
07000000000,Ставропольский край,1686,17075
07000000000,Ставропольский край,1188,17106
07000000000,Ставропольский край,854,17136
07000000000,Ставропольский край,872,17167
07000000000,Ставропольский край,1073,17198
07000000000,Ставропольский край,821,17226
07000000000,Ставропольский край,1524,17257
07000000000,Ставропольский край,594,17287
07000000000,Ставропольский край,1703,17318
07000000000,Ставропольский край,2034,17348
07000000000,Ставропольский край,2099,17379
07000000000,Ставропольский край,2297,17410
07000000000,Ставропольский край,1567,17440
07000000000,Ставропольский край,1228,17471
07000000000,Ставропольский край,1103,17501
07000000000,Ставропольский край,798,17532
07000000000,Ставропольский край,833,17563
07000000000,Ставропольский край,785,17591
07000000000,Ставропольский край,1487,17622
07000000000,Ставропольский край,608,17652
07000000000,Ставропольский край,1587,17683
07000000000,Ставропольский край,1548,17713
07000000000,Ставропольский край,2258,17744
07000000000,Ставропольский край,2154,17775
07000000000,Ставропольский край,694,17805
07000000000,Ставропольский край,560,17836
07000000000,Ставропольский край,575,17866
07000000000,Ставропольский край,786,17897
07000000000,Ставропольский край,779,17928
07000000000,Ставропольский край,1039,17956
07000000000,Ставропольский край,791,17987
07000000000,Ставропольский край,649,18017
07000000000,Ставропольский край,1776,18048
07000000000,Ставропольский край,1544,18078
07000000000,Ставропольский край,2115,18109
07000000000,Ставропольский край,2071,18140
07000000000,Ставропольский край,1580,18170
07000000000,Ставропольский край,1348,18201
07000000000,Ставропольский край,1115,18231
07000000000,Ставропольский край,648,18262
07000000000,Ставропольский край,1102,18293
07000000000,Ставропольский край,720,18322
07000000000,Ставропольский край,716,18353
07000000000,Ставропольский край,218,18383
07000000000,Ставропольский край,989,18414
07000000000,Ставропольский край,1372,18444
07000000000,Ставропольский край,1964,18475
07000000000,Ставропольский край,1738,18506
07000000000,Ставропольский край,1463,18536
07000000000,Ставропольский край,905,18567
07000000000,Ставропольский край,823,18597
07000000000,Ставропольский край,739,18628
07000000000,Ставропольский край,797,18659
07000000000,Ставропольский край,1017,18687
07000000000,Ставропольский край,816,18718
07000000000,Ставропольский край,684,18748
07000000000,Ставропольский край,1662,18779
07000000000,Ставропольский край,1738,18809
07000000000,Ставропольский край,1923,18840
07000000000,Ставропольский край,1704,18871
07000000000,Ставропольский край,,18901
07000000000,Ставропольский край,,18932
07000000000,Ставропольский край,,18962
08000000000,Хабаровский край,525,13149
08000000000,Хабаровский край,632,13180
08000000000,Хабаровский край,837,13208
08000000000,Хабаровский край,1004,13239
08000000000,Хабаровский край,362,13269
08000000000,Хабаровский край,1216,13300
08000000000,Хабаровский край,1176,13330
08000000000,Хабаровский край,1441,13361
08000000000,Хабаровский край,1576,13392
08000000000,Хабаровский край,1022,13422
08000000000,Хабаровский край,870,13453
08000000000,Хабаровский край,970,13483
08000000000,Хабаровский край,604,13514
08000000000,Хабаровский край,635,13545
08000000000,Хабаровский край,887,13573
08000000000,Хабаровский край,945,13604
08000000000,Хабаровский край,459,13634
08000000000,Хабаровский край,1222,13665
08000000000,Хабаровский край,1341,13695
08000000000,Хабаровский край,1571,13726
08000000000,Хабаровский край,1515,13757
08000000000,Хабаровский край,988,13787
08000000000,Хабаровский край,1016,13818
08000000000,Хабаровский край,1145,13848
08000000000,Хабаровский край,586,13879
08000000000,Хабаровский край,712,13910
08000000000,Хабаровский край,920,13939
08000000000,Хабаровский край,965,13970
08000000000,Хабаровский край,576,14000
08000000000,Хабаровский край,1202,14031
08000000000,Хабаровский край,1175,14061
08000000000,Хабаровский край,1939,14092
08000000000,Хабаровский край,1420,14123
08000000000,Хабаровский край,1079,14153
08000000000,Хабаровский край,943,14184
08000000000,Хабаровский край,963,14214
08000000000,Хабаровский край,590,14245
08000000000,Хабаровский край,736,14276
08000000000,Хабаровский край,773,14304
08000000000,Хабаровский край,1002,14335
08000000000,Хабаровский край,473,14365
08000000000,Хабаровский край,1195,14396
08000000000,Хабаровский край,1341,14426
08000000000,Хабаровский край,1587,14457
08000000000,Хабаровский край,1548,14488
08000000000,Хабаровский край,1175,14518
08000000000,Хабаровский край,832,14549
08000000000,Хабаровский край,1092,14579
08000000000,Хабаровский край,681,14610
08000000000,Хабаровский край,716,14641
08000000000,Хабаровский край,822,14669
08000000000,Хабаровский край,1231,14700
08000000000,Хабаровский край,473,14730
08000000000,Хабаровский край,1265,14761
08000000000,Хабаровский край,1558,14791
08000000000,Хабаровский край,1498,14822
08000000000,Хабаровский край,1507,14853
08000000000,Хабаровский край,1432,14883
08000000000,Хабаровский край,879,14914
08000000000,Хабаровский край,977,14944
08000000000,Хабаровский край,635,14975
08000000000,Хабаровский край,718,15006
08000000000,Хабаровский край,814,15034
08000000000,Хабаровский край,1100,15065
08000000000,Хабаровский край,487,15095
08000000000,Хабаровский край,1318,15126
08000000000,Хабаровский край,1511,15156
08000000000,Хабаровский край,1536,15187
08000000000,Хабаровский край,1795,15218
08000000000,Хабаровский край,1322,15248
08000000000,Хабаровский край,1115,15279
08000000000,Хабаровский край,1306,15309
08000000000,Хабаровский край,589,15340
08000000000,Хабаровский край,778,15371
08000000000,Хабаровский край,900,15400
08000000000,Хабаровский край,1002,15431
08000000000,Хабаровский край,493,15461
08000000000,Хабаровский край,1435,15492
08000000000,Хабаровский край,1348,15522
08000000000,Хабаровский край,1729,15553
08000000000,Хабаровский край,1759,15584
08000000000,Хабаровский край,1122,15614
08000000000,Хабаровский край,949,15645
08000000000,Хабаровский край,1162,15675
08000000000,Хабаровский край,557,15706
08000000000,Хабаровский край,750,15737
08000000000,Хабаровский край,1014,15765
08000000000,Хабаровский край,905,15796
08000000000,Хабаровский край,492,15826
08000000000,Хабаровский край,1505,15857
08000000000,Хабаровский край,1304,15887
08000000000,Хабаровский край,1810,15918
08000000000,Хабаровский край,1564,15949
08000000000,Хабаровский край,1075,15979
08000000000,Хабаровский край,1015,16010
08000000000,Хабаровский край,986,16040
08000000000,Хабаровский край,589,16071
08000000000,Хабаровский край,849,16102
08000000000,Хабаровский край,891,16130
08000000000,Хабаровский край,1010,16161
08000000000,Хабаровский край,640,16191
08000000000,Хабаровский край,1367,16222
08000000000,Хабаровский край,1143,16252
08000000000,Хабаровский край,1720,16283
08000000000,Хабаровский край,1490,16314
08000000000,Хабаровский край,1126,16344
08000000000,Хабаровский край,899,16375
08000000000,Хабаровский край,932,16405
08000000000,Хабаровский край,529,16436
08000000000,Хабаровский край,730,16467
08000000000,Хабаровский край,667,16495
08000000000,Хабаровский край,946,16526
08000000000,Хабаровский край,560,16556
08000000000,Хабаровский край,1216,16587
08000000000,Хабаровский край,1261,16617
08000000000,Хабаровский край,1540,16648
08000000000,Хабаровский край,1318,16679
08000000000,Хабаровский край,1145,16709
08000000000,Хабаровский край,771,16740
08000000000,Хабаровский край,967,16770
08000000000,Хабаровский край,543,16801
08000000000,Хабаровский край,580,16832
08000000000,Хабаровский край,625,16861
08000000000,Хабаровский край,830,16892
08000000000,Хабаровский край,453,16922
08000000000,Хабаровский край,1098,16953
08000000000,Хабаровский край,1280,16983
08000000000,Хабаровский край,1257,17014
08000000000,Хабаровский край,1241,17045
08000000000,Хабаровский край,950,17075
08000000000,Хабаровский край,614,17106
08000000000,Хабаровский край,814,17136
08000000000,Хабаровский край,522,17167
08000000000,Хабаровский край,607,17198
08000000000,Хабаровский край,804,17226
08000000000,Хабаровский край,836,17257
08000000000,Хабаровский край,434,17287
08000000000,Хабаровский край,1123,17318
08000000000,Хабаровский край,1283,17348
08000000000,Хабаровский край,1225,17379
08000000000,Хабаровский край,1301,17410
08000000000,Хабаровский край,768,17440
08000000000,Хабаровский край,656,17471
08000000000,Хабаровский край,860,17501
08000000000,Хабаровский край,476,17532
08000000000,Хабаровский край,527,17563
08000000000,Хабаровский край,755,17591
08000000000,Хабаровский край,770,17622
08000000000,Хабаровский край,454,17652
08000000000,Хабаровский край,1085,17683
08000000000,Хабаровский край,995,17713
08000000000,Хабаровский край,1358,17744
08000000000,Хабаровский край,1158,17775
08000000000,Хабаровский край,360,17805
08000000000,Хабаровский край,427,17836
08000000000,Хабаровский край,445,17866
08000000000,Хабаровский край,446,17897
08000000000,Хабаровский край,522,17928
08000000000,Хабаровский край,750,17956
08000000000,Хабаровский край,737,17987
08000000000,Хабаровский край,498,18017
08000000000,Хабаровский край,1071,18048
08000000000,Хабаровский край,1035,18078
08000000000,Хабаровский край,1207,18109
08000000000,Хабаровский край,1037,18140
08000000000,Хабаровский край,875,18170
08000000000,Хабаровский край,818,18201
08000000000,Хабаровский край,772,18231
08000000000,Хабаровский край,425,18262
08000000000,Хабаровский край,662,18293
08000000000,Хабаровский край,635,18322
08000000000,Хабаровский край,564,18353
08000000000,Хабаровский край,254,18383
08000000000,Хабаровский край,660,18414
08000000000,Хабаровский край,842,18444
08000000000,Хабаровский край,1065,18475
08000000000,Хабаровский край,891,18506
08000000000,Хабаровский край,964,18536
08000000000,Хабаровский край,571,18567
08000000000,Хабаровский край,656,18597
08000000000,Хабаровский край,454,18628
08000000000,Хабаровский край,519,18659
08000000000,Хабаровский край,617,18687
08000000000,Хабаровский край,677,18718
08000000000,Хабаровский край,466,18748
08000000000,Хабаровский край,870,18779
08000000000,Хабаровский край,1078,18809
08000000000,Хабаровский край,1071,18840
08000000000,Хабаровский край,970,18871
08000000000,Хабаровский край,,18901
08000000000,Хабаровский край,,18932
08000000000,Хабаровский край,,18962
10000000000,Амурская область,317,13149
10000000000,Амурская область,442,13180
10000000000,Амурская область,613,13208
10000000000,Амурская область,604,13239
10000000000,Амурская область,218,13269
10000000000,Амурская область,688,13300
10000000000,Амурская область,756,13330
10000000000,Амурская область,982,13361
10000000000,Амурская область,808,13392
10000000000,Амурская область,580,13422
10000000000,Амурская область,527,13453
10000000000,Амурская область,536,13483
10000000000,Амурская область,377,13514
10000000000,Амурская область,481,13545
10000000000,Амурская область,534,13573
10000000000,Амурская область,652,13604
10000000000,Амурская область,254,13634
10000000000,Амурская область,748,13665
10000000000,Амурская область,844,13695
10000000000,Амурская область,982,13726
10000000000,Амурская область,858,13757
10000000000,Амурская область,603,13787
10000000000,Амурская область,601,13818
10000000000,Амурская область,695,13848
10000000000,Амурская область,389,13879
10000000000,Амурская область,460,13910
10000000000,Амурская область,585,13939
10000000000,Амурская область,608,13970
10000000000,Амурская область,239,14000
10000000000,Амурская область,746,14031
10000000000,Амурская область,822,14061
10000000000,Амурская область,1087,14092
10000000000,Амурская область,732,14123
10000000000,Амурская область,602,14153
10000000000,Амурская область,557,14184
10000000000,Амурская область,532,14214
10000000000,Амурская область,400,14245
10000000000,Амурская область,541,14276
10000000000,Амурская область,553,14304
10000000000,Амурская область,712,14335
10000000000,Амурская область,243,14365
10000000000,Амурская область,793,14396
10000000000,Амурская область,878,14426
10000000000,Амурская область,1023,14457
10000000000,Амурская область,930,14488
10000000000,Амурская область,676,14518
10000000000,Амурская область,551,14549
10000000000,Амурская область,664,14579
10000000000,Амурская область,393,14610
10000000000,Амурская область,462,14641
10000000000,Амурская область,519,14669
10000000000,Амурская область,754,14700
10000000000,Амурская область,249,14730
10000000000,Амурская область,829,14761
10000000000,Амурская область,996,14791
10000000000,Амурская область,935,14822
10000000000,Амурская область,854,14853
10000000000,Амурская область,707,14883
10000000000,Амурская область,546,14914
10000000000,Амурская область,603,14944
10000000000,Амурская область,356,14975
10000000000,Амурская область,486,15006
10000000000,Амурская область,592,15034
10000000000,Амурская область,629,15065
10000000000,Амурская область,281,15095
10000000000,Амурская область,856,15126
10000000000,Амурская область,986,15156
10000000000,Амурская область,1080,15187
10000000000,Амурская область,876,15218
10000000000,Амурская область,679,15248
10000000000,Амурская область,702,15279
10000000000,Амурская область,735,15309
10000000000,Амурская область,365,15340
10000000000,Амурская область,507,15371
10000000000,Амурская область,552,15400
10000000000,Амурская область,636,15431
10000000000,Амурская область,257,15461
10000000000,Амурская область,839,15492
10000000000,Амурская область,827,15522
10000000000,Амурская область,984,15553
10000000000,Амурская область,805,15584
10000000000,Амурская область,612,15614
10000000000,Амурская область,560,15645
10000000000,Амурская область,705,15675
10000000000,Амурская область,355,15706
10000000000,Амурская область,437,15737
10000000000,Амурская область,572,15765
10000000000,Амурская область,545,15796
10000000000,Амурская область,264,15826
10000000000,Амурская область,830,15857
10000000000,Амурская область,871,15887
10000000000,Амурская область,996,15918
10000000000,Амурская область,780,15949
10000000000,Амурская область,620,15979
10000000000,Амурская область,527,16010
10000000000,Амурская область,599,16040
10000000000,Амурская область,380,16071
10000000000,Амурская область,494,16102
10000000000,Амурская область,470,16130
10000000000,Амурская область,580,16161
10000000000,Амурская область,297,16191
10000000000,Амурская область,807,16222
10000000000,Амурская область,845,16252
10000000000,Амурская область,870,16283
10000000000,Амурская область,713,16314
10000000000,Амурская область,597,16344
10000000000,Амурская область,493,16375
10000000000,Амурская область,554,16405
10000000000,Амурская область,309,16436
10000000000,Амурская область,417,16467
10000000000,Амурская область,426,16495
10000000000,Амурская область,586,16526
10000000000,Амурская область,200,16556
10000000000,Амурская область,614,16587
10000000000,Амурская область,752,16617
10000000000,Амурская область,841,16648
10000000000,Амурская область,703,16679
10000000000,Амурская область,531,16709
10000000000,Амурская область,413,16740
10000000000,Амурская область,579,16770
10000000000,Амурская область,278,16801
10000000000,Амурская область,355,16832
10000000000,Амурская область,409,16861
10000000000,Амурская область,397,16892
10000000000,Амурская область,235,16922
10000000000,Амурская область,706,16953
10000000000,Амурская область,739,16983
10000000000,Амурская область,753,17014
10000000000,Амурская область,617,17045
10000000000,Амурская область,481,17075
10000000000,Амурская область,382,17106
10000000000,Амурская область,450,17136
10000000000,Амурская область,315,17167
10000000000,Амурская область,387,17198
10000000000,Амурская область,416,17226
10000000000,Амурская область,468,17257
10000000000,Амурская область,233,17287
10000000000,Амурская область,616,17318
10000000000,Амурская область,827,17348
10000000000,Амурская область,769,17379
10000000000,Амурская область,676,17410
10000000000,Амурская область,420,17440
10000000000,Амурская область,436,17471
10000000000,Амурская область,554,17501
10000000000,Амурская область,298,17532
10000000000,Амурская область,391,17563
10000000000,Амурская область,368,17591
10000000000,Амурская область,515,17622
10000000000,Амурская область,182,17652
10000000000,Амурская область,643,17683
10000000000,Амурская область,646,17713
10000000000,Амурская область,900,17744
10000000000,Амурская область,579,17775
10000000000,Амурская область,408,17805
10000000000,Амурская область,363,17836
10000000000,Амурская область,451,17866
10000000000,Амурская область,264,17897
10000000000,Амурская область,184,17928
10000000000,Амурская область,392,17956
10000000000,Амурская область,432,17987
10000000000,Амурская область,205,18017
10000000000,Амурская область,686,18048
10000000000,Амурская область,678,18078
10000000000,Амурская область,706,18109
10000000000,Амурская область,565,18140
10000000000,Амурская область,455,18170
10000000000,Амурская область,479,18201
10000000000,Амурская область,577,18231
10000000000,Амурская область,268,18262
10000000000,Амурская область,504,18293
10000000000,Амурская область,346,18322
10000000000,Амурская область,328,18353
10000000000,Амурская область,138,18383
10000000000,Амурская область,468,18414
10000000000,Амурская область,595,18444
10000000000,Амурская область,695,18475
10000000000,Амурская область,518,18506
10000000000,Амурская область,432,18536
10000000000,Амурская область,337,18567
10000000000,Амурская область,406,18597
10000000000,Амурская область,319,18628
10000000000,Амурская область,336,18659
10000000000,Амурская область,379,18687
10000000000,Амурская область,399,18718
10000000000,Амурская область,251,18748
10000000000,Амурская область,578,18779
10000000000,Амурская область,707,18809
10000000000,Амурская область,658,18840
10000000000,Амурская область,599,18871
10000000000,Амурская область,,18901
10000000000,Амурская область,,18932
10000000000,Амурская область,,18962
11000000000,Архангельская область,492,13149
11000000000,Архангельская область,567,13180
11000000000,Архангельская область,737,13208
11000000000,Архангельская область,756,13239
11000000000,Архангельская область,280,13269
11000000000,Архангельская область,982,13300
11000000000,Архангельская область,1162,13330
11000000000,Архангельская область,1286,13361
11000000000,Архангельская область,1167,13392
11000000000,Архангельская область,755,13422
11000000000,Архангельская область,777,13453
11000000000,Архангельская область,843,13483
11000000000,Архангельская область,507,13514
11000000000,Архангельская область,615,13545
11000000000,Архангельская область,783,13573
11000000000,Архангельская область,833,13604
11000000000,Архангельская область,297,13634
11000000000,Архангельская область,1110,13665
11000000000,Архангельская область,1306,13695
11000000000,Архангельская область,1371,13726
11000000000,Архангельская область,1190,13757
11000000000,Архангельская область,791,13787
11000000000,Архангельская область,989,13818
11000000000,Архангельская область,1502,13848
11000000000,Архангельская область,476,13879
11000000000,Архангельская область,563,13910
11000000000,Архангельская область,814,13939
11000000000,Архангельская область,674,13970
11000000000,Архангельская область,411,14000
11000000000,Архангельская область,979,14031
11000000000,Архангельская область,1047,14061
11000000000,Архангельская область,1620,14092
11000000000,Архангельская область,1080,14123
11000000000,Архангельская область,721,14153
11000000000,Архангельская область,855,14184
11000000000,Архангельская область,794,14214
11000000000,Архангельская область,569,14245
11000000000,Архангельская область,789,14276
11000000000,Архангельская область,740,14304
11000000000,Архангельская область,879,14335
11000000000,Архангельская область,351,14365
11000000000,Архангельская область,1036,14396
11000000000,Архангельская область,1210,14426
11000000000,Архангельская область,1393,14457
11000000000,Архангельская область,1083,14488
11000000000,Архангельская область,959,14518
11000000000,Архангельская область,761,14549
11000000000,Архангельская область,819,14579
11000000000,Архангельская область,590,14610
11000000000,Архангельская область,701,14641
11000000000,Архангельская область,746,14669
11000000000,Архангельская область,973,14700
11000000000,Архангельская область,345,14730
11000000000,Архангельская область,1092,14761
11000000000,Архангельская область,1474,14791
11000000000,Архангельская область,1362,14822
11000000000,Архангельская область,1118,14853
11000000000,Архангельская область,944,14883
11000000000,Архангельская область,742,14914
11000000000,Архангельская область,841,14944
